doc_id,stock_code,stock_name,industry,confidence,evidence
S099,002202,金风科技,风电,0.58,"宽主题映射""全国电力统计数据""→电力统计中的新能源装机→风电代表股票"
S099,601615,明阳智能,风电,0.58,"宽主题映射""全国电力统计数据""→电力统计中的新能源装机→风电代表股票"
S100,002812,恩捷股份,锂电,0.98,"标题含""恩捷股份"""
S101,601012,隆基绿能,光伏,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→光伏代表股票"
S101,300274,阳光电源,光伏,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→光伏代表股票"
S101,300750,宁德时代,锂电,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→锂电代表股票"
S101,300014,亿纬锂能,锂电,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→锂电代表股票"
S101,605117,德业股份,储能,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→储能代表股票"
S101,300763,锦浪科技,储能,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→储能代表股票"
S102,002594,比亚迪,整车,0.91,"正文提及""比亚迪"""
S103,002594,比亚迪,整车,0.70,"产业主题映射""新能源汽车""→整车"
S103,600104,上汽集团,整车,0.70,"产业主题映射""新能源汽车""→整车"
S103,601633,长城汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S103,601127,赛力斯,整车,0.70,"产业主题映射""新能源汽车""→整车"
S103,000625,长安汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S104,002202,金风科技,风电,0.98,"标题含""金风科技"""
S105,601012,隆基绿能,光伏,0.64,"宽主题映射""新型电力系统""→新型电力系统→光伏代表股票"
S105,300274,阳光电源,光伏,0.64,"宽主题映射""新型电力系统""→新型电力系统→光伏代表股票"
S105,002202,金风科技,风电,0.64,"宽主题映射""新型电力系统""→新型电力系统→风电代表股票"
S105,601615,明阳智能,风电,0.64,"宽主题映射""新型电力系统""→新型电力系统→风电代表股票"
S105,605117,德业股份,储能,0.64,"宽主题映射""新型电力系统""→新型电力系统→储能代表股票"
S105,300763,锦浪科技,储能,0.64,"宽主题映射""新型电力系统""→新型电力系统→储能代表股票"
S106,601127,赛力斯,整车,0.91,"正文提及""赛力斯"""
S107,601012,隆基绿能,光伏,0.58,"宽主题映射""全国电力工业统计""→电力工业统计中的新能源装机→光伏代表股票"
S107,300274,阳光电源,光伏,0.58,"宽主题映射""全国电力工业统计""→电力工业统计中的新能源装机→光伏代表股票"
S107,002202,金风科技,风电,0.58,"宽主题映射""全国电力工业统计""→电力工业统计中的新能源装机→风电代表股票"
S107,601615,明阳智能,风电,0.58,"宽主题映射""全国电力工业统计""→电力工业统计中的新能源装机→风电代表股票"
S108,002202,金风科技,风电,0.98,"标题含""金风科技"""
S109,601012,隆基绿能,光伏,0.64,"宽主题映射""新能源消纳""→新能源消纳→光伏代表股票"
S109,300274,阳光电源,光伏,0.64,"宽主题映射""新能源消纳""→新能源消纳→光伏代表股票"
S109,002202,金风科技,风电,0.64,"宽主题映射""新能源消纳""→新能源消纳→风电代表股票"
S109,601615,明阳智能,风电,0.64,"宽主题映射""新能源消纳""→新能源消纳→风电代表股票"
S109,605117,德业股份,储能,0.64,"宽主题映射""新能源消纳""→新能源消纳→储能代表股票"
S109,300763,锦浪科技,储能,0.64,"宽主题映射""新能源消纳""→新能源消纳→储能代表股票"
S110,000625,长安汽车,整车,0.91,"正文提及""长安汽车"""
S112,002202,金风科技,风电,0.98,"标题含""金风科技"""
S113,601012,隆基绿能,光伏,0.64,"宽主题映射""新能源上网电价""→新能源上网电价→光伏代表股票"
S113,300274,阳光电源,光伏,0.64,"宽主题映射""新能源上网电价""→新能源上网电价→光伏代表股票"
S113,002202,金风科技,风电,0.64,"宽主题映射""新能源上网电价""→新能源上网电价→风电代表股票"
S113,601615,明阳智能,风电,0.64,"宽主题映射""新能源上网电价""→新能源上网电价→风电代表股票"
S114,601633,长城汽车,整车,0.98,"标题含""长城汽车"""
S115,002594,比亚迪,整车,0.70,"产业主题映射""新能源汽车""→整车"
S115,600104,上汽集团,整车,0.70,"产业主题映射""新能源汽车""→整车"
S115,601633,长城汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S115,601127,赛力斯,整车,0.70,"产业主题映射""新能源汽车""→整车"
S115,000625,长安汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S116,002202,金风科技,风电,0.98,"标题含""金风科技"""
S117,002594,比亚迪,整车,0.78,"产业主题映射""车网互动""→整车"
S117,600104,上汽集团,整车,0.78,"产业主题映射""车网互动""→整车"
S117,601633,长城汽车,整车,0.78,"产业主题映射""车网互动""→整车"
S117,601127,赛力斯,整车,0.78,"产业主题映射""车网互动""→整车"
S117,000625,长安汽车,整车,0.78,"产业主题映射""车网互动""→整车"
S118,600104,上汽集团,整车,0.98,"标题含""上汽集团"""
S119,300750,宁德时代,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,300014,亿纬锂能,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,002074,国轩高科,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,603659,璞泰来,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,300450,先导智能,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,002812,恩捷股份,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,300207,欣旺达,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,300073,当升科技,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,300438,鹏辉能源,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S119,002594,比亚迪,整车,0.70,"产业主题映射""新能源汽车""→整车"
S119,600104,上汽集团,整车,0.70,"产业主题映射""新能源汽车""→整车"
S119,601633,长城汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S119,601127,赛力斯,整车,0.70,"产业主题映射""新能源汽车""→整车"
S119,000625,长安汽车,整车,0.70,"产业主题映射""新能源汽车""→整车"
S120,002202,金风科技,风电,0.98,"标题含""金风科技"""
S121,601012,隆基绿能,光伏,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→光伏代表股票"
S121,300274,阳光电源,光伏,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→光伏代表股票"
S121,300750,宁德时代,锂电,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→锂电代表股票"
S121,300014,亿纬锂能,锂电,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→锂电代表股票"
S121,605117,德业股份,储能,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→储能代表股票"
S121,300763,锦浪科技,储能,0.64,"宽主题映射""绿色低碳""→绿色低碳先进技术→储能代表股票"
S122,601012,隆基绿能,光伏,0.64,"宽主题映射""配电网""→配电网高质量发展→光伏代表股票"
S122,300274,阳光电源,光伏,0.64,"宽主题映射""配电网""→配电网高质量发展→光伏代表股票"
S122,605117,德业股份,储能,0.64,"宽主题映射""配电网""→配电网高质量发展→储能代表股票"
S122,300763,锦浪科技,储能,0.64,"宽主题映射""配电网""→配电网高质量发展→储能代表股票"
S123,002594,比亚迪,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
S123,600104,上汽集团,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
S123,601633,长城汽车,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
S123,601127,赛力斯,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
S123,000625,长安汽车,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
S124,002594,比亚迪,整车,0.64,"宽主题映射""充电设施""→充电设施服务能力→整车代表股票"
S124,600104,上汽集团,整车,0.64,"宽主题映射""充电设施""→充电设施服务能力→整车代表股票"
S124,605117,德业股份,储能,0.64,"宽主题映射""充电设施""→充电设施服务能力→储能代表股票"
S124,300763,锦浪科技,储能,0.64,"宽主题映射""充电设施""→充电设施服务能力→储能代表股票"
S125,605117,德业股份,储能,0.78,"产业主题映射""新型储能""→储能"
S125,300763,锦浪科技,储能,0.78,"产业主题映射""新型储能""→储能"
S125,688390,固德威,储能,0.78,"产业主题映射""新型储能""→储能"
S125,002335,科华数据,储能,0.78,"产业主题映射""新型储能""→储能"
S125,688063,派能科技,储能,0.78,"产业主题映射""新型储能""→储能"
S126,601012,隆基绿能,光伏,0.58,"宽主题映射""可再生能源""→可再生能源→光伏代表股票"
S126,300274,阳光电源,光伏,0.58,"宽主题映射""可再生能源""→可再生能源→光伏代表股票"
S126,002202,金风科技,风电,0.58,"宽主题映射""可再生能源""→可再生能源→风电代表股票"
S126,601615,明阳智能,风电,0.58,"宽主题映射""可再生能源""→可再生能源→风电代表股票"
S127,300750,宁德时代,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S127,300014,亿纬锂能,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S127,002074,国轩高科,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S127,603659,璞泰来,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S127,300450,先导智能,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S127,002812,恩捷股份,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S127,300207,欣旺达,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S127,300073,当升科技,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S127,300438,鹏辉能源,锂电,0.70,"产业主题映射""锂离子电池""→锂电"
S128,002202,金风科技,风电,0.70,"产业主题映射""风电""→风电"
S128,601615,明阳智能,风电,0.70,"产业主题映射""风电""→风电"
S128,688349,三一重能,风电,0.70,"产业主题映射""风电""→风电"
S128,002080,中材科技,风电,0.70,"产业主题映射""风电""→风电"
S128,300772,运达股份,风电,0.70,"产业主题映射""风电""→风电"
S130,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
S130,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
S130,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
S130,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
S130,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
S130,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
OOS-POL-001,605117,德业股份,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-001,300763,锦浪科技,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-001,688390,固德威,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-001,002335,科华数据,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-001,688063,派能科技,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-002,601012,隆基绿能,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-002,300274,阳光电源,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-002,600438,通威股份,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-002,688599,天合光能,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-002,002459,晶澳科技,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-002,002129,TCL中环,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-003,601012,隆基绿能,光伏,0.64,"宽主题映射""新型电力系统""→新型电力系统→光伏代表股票"
OOS-POL-003,300274,阳光电源,光伏,0.64,"宽主题映射""新型电力系统""→新型电力系统→光伏代表股票"
OOS-POL-003,002202,金风科技,风电,0.64,"宽主题映射""新型电力系统""→新型电力系统→风电代表股票"
OOS-POL-003,601615,明阳智能,风电,0.64,"宽主题映射""新型电力系统""→新型电力系统→风电代表股票"
OOS-POL-003,605117,德业股份,储能,0.64,"宽主题映射""新型电力系统""→新型电力系统→储能代表股票"
OOS-POL-003,300763,锦浪科技,储能,0.64,"宽主题映射""新型电力系统""→新型电力系统→储能代表股票"
OOS-POL-004,601012,隆基绿能,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-004,300274,阳光电源,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-004,600438,通威股份,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-004,688599,天合光能,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-004,002459,晶澳科技,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-004,002129,TCL中环,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-004,002594,比亚迪,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-004,600104,上汽集团,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-004,601633,长城汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-004,601127,赛力斯,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-004,000625,长安汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-005,300750,宁德时代,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-005,300014,亿纬锂能,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-005,002074,国轩高科,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-005,603659,璞泰来,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-005,300450,先导智能,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-005,002812,恩捷股份,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-005,300207,欣旺达,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-005,300073,当升科技,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-005,300438,鹏辉能源,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-005,002594,比亚迪,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-005,600104,上汽集团,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-005,601633,长城汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-005,601127,赛力斯,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-005,000625,长安汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-006,002594,比亚迪,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
OOS-POL-006,600104,上汽集团,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
OOS-POL-006,601633,长城汽车,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
OOS-POL-006,601127,赛力斯,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
OOS-POL-006,000625,长安汽车,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
OOS-POL-007,002202,金风科技,风电,0.78,"产业主题映射""海上风电""→风电"
OOS-POL-007,601615,明阳智能,风电,0.78,"产业主题映射""海上风电""→风电"
OOS-POL-007,688349,三一重能,风电,0.78,"产业主题映射""海上风电""→风电"
OOS-POL-007,002080,中材科技,风电,0.78,"产业主题映射""海上风电""→风电"
OOS-POL-007,300772,运达股份,风电,0.78,"产业主题映射""海上风电""→风电"
OOS-POL-007,605117,德业股份,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-007,300763,锦浪科技,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-007,688390,固德威,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-007,002335,科华数据,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-007,688063,派能科技,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-008,300750,宁德时代,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-008,300014,亿纬锂能,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-008,002074,国轩高科,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-008,603659,璞泰来,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-008,300450,先导智能,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-008,002812,恩捷股份,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-008,300207,欣旺达,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-008,300073,当升科技,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-008,300438,鹏辉能源,锂电,0.78,"产业主题映射""动力电池""→锂电"
OOS-POL-009,601012,隆基绿能,光伏,0.64,"宽主题映射""节能降碳""→节能降碳行动→光伏代表股票"
OOS-POL-009,300274,阳光电源,光伏,0.64,"宽主题映射""节能降碳""→节能降碳行动→光伏代表股票"
OOS-POL-009,002202,金风科技,风电,0.64,"宽主题映射""节能降碳""→节能降碳行动→风电代表股票"
OOS-POL-009,601615,明阳智能,风电,0.64,"宽主题映射""节能降碳""→节能降碳行动→风电代表股票"
OOS-POL-009,605117,德业股份,储能,0.64,"宽主题映射""节能降碳""→节能降碳行动→储能代表股票"
OOS-POL-009,300763,锦浪科技,储能,0.64,"宽主题映射""节能降碳""→节能降碳行动→储能代表股票"
OOS-POL-010,002594,比亚迪,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-010,600104,上汽集团,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-010,601633,长城汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-010,601127,赛力斯,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-010,000625,长安汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-011,601012,隆基绿能,光伏,0.64,"宽主题映射""节能降碳""→节能降碳行动→光伏代表股票"
OOS-POL-011,300274,阳光电源,光伏,0.64,"宽主题映射""节能降碳""→节能降碳行动→光伏代表股票"
OOS-POL-011,002202,金风科技,风电,0.64,"宽主题映射""节能降碳""→节能降碳行动→风电代表股票"
OOS-POL-011,601615,明阳智能,风电,0.64,"宽主题映射""节能降碳""→节能降碳行动→风电代表股票"
OOS-POL-011,605117,德业股份,储能,0.64,"宽主题映射""节能降碳""→节能降碳行动→储能代表股票"
OOS-POL-011,300763,锦浪科技,储能,0.64,"宽主题映射""节能降碳""→节能降碳行动→储能代表股票"
OOS-POL-012,002594,比亚迪,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-012,600104,上汽集团,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-012,601633,长城汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-012,601127,赛力斯,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-012,000625,长安汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-014,601012,隆基绿能,光伏,0.64,"宽主题映射""非化石能源""→非化石能源消费→光伏代表股票"
OOS-POL-014,300274,阳光电源,光伏,0.64,"宽主题映射""非化石能源""→非化石能源消费→光伏代表股票"
OOS-POL-014,002202,金风科技,风电,0.64,"宽主题映射""非化石能源""→非化石能源消费→风电代表股票"
OOS-POL-014,601615,明阳智能,风电,0.64,"宽主题映射""非化石能源""→非化石能源消费→风电代表股票"
OOS-POL-015,601012,隆基绿能,光伏,0.64,"宽主题映射""可再生能源""→可再生能源→光伏代表股票"
OOS-POL-015,300274,阳光电源,光伏,0.64,"宽主题映射""可再生能源""→可再生能源→光伏代表股票"
OOS-POL-015,002202,金风科技,风电,0.64,"宽主题映射""可再生能源""→可再生能源→风电代表股票"
OOS-POL-015,601615,明阳智能,风电,0.64,"宽主题映射""可再生能源""→可再生能源→风电代表股票"
OOS-POL-016,002594,比亚迪,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-016,600104,上汽集团,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-016,601633,长城汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-016,601127,赛力斯,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-016,000625,长安汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-017,002594,比亚迪,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
OOS-POL-017,600104,上汽集团,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
OOS-POL-017,601633,长城汽车,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
OOS-POL-017,601127,赛力斯,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
OOS-POL-017,000625,长安汽车,整车,0.78,"产业主题映射""汽车以旧换新""→整车"
OOS-POL-018,601012,隆基绿能,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-018,300274,阳光电源,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-018,600438,通威股份,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-018,688599,天合光能,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-018,002459,晶澳科技,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-018,002129,TCL中环,光伏,0.78,"产业主题映射""光伏""→光伏"
OOS-POL-019,605117,德业股份,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-019,300763,锦浪科技,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-019,688390,固德威,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-019,002335,科华数据,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-019,688063,派能科技,储能,0.78,"产业主题映射""新型储能""→储能"
OOS-POL-020,002594,比亚迪,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-020,600104,上汽集团,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-020,601633,长城汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-020,601127,赛力斯,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-020,000625,长安汽车,整车,0.78,"产业主题映射""新能源汽车""→整车"
OOS-POL-021,002594,比亚迪,整车,0.64,"宽主题映射""消费品以旧换新""→消费品以旧换新中的汽车消费→整车代表股票"
OOS-POL-021,600104,上汽集团,整车,0.64,"宽主题映射""消费品以旧换新""→消费品以旧换新中的汽车消费→整车代表股票"
EVT-NWS-003,300750,宁德时代,锂电,0.70,"产业主题映射""锂电""→锂电"
EVT-NWS-003,300014,亿纬锂能,锂电,0.70,"产业主题映射""锂电""→锂电"
EVT-NWS-003,002074,国轩高科,锂电,0.70,"产业主题映射""锂电""→锂电"
EVT-NWS-003,603659,璞泰来,锂电,0.70,"产业主题映射""锂电""→锂电"
EVT-NWS-003,300450,先导智能,锂电,0.70,"产业主题映射""锂电""→锂电"
EVT-NWS-003,002812,恩捷股份,锂电,0.70,"产业主题映射""锂电""→锂电"
EVT-NWS-003,300207,欣旺达,锂电,0.70,"产业主题映射""锂电""→锂电"
EVT-NWS-003,300073,当升科技,锂电,0.70,"产业主题映射""锂电""→锂电"
EVT-NWS-003,300438,鹏辉能源,锂电,0.70,"产业主题映射""锂电""→锂电"
EVT-NWS-004,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-004,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-004,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-004,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-004,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-004,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-005,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-005,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-005,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-005,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-005,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-005,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-006,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-006,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-006,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-006,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-006,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-006,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-007,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-007,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-007,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-007,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-007,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-007,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-008,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-008,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-008,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-008,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-008,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-008,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-009,601012,隆基绿能,光伏,0.98,"标题含""隆基绿能"""
EVT-NWS-010,601012,隆基绿能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-010,300274,阳光电源,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-010,600438,通威股份,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-010,688599,天合光能,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-010,002459,晶澳科技,光伏,0.70,"产业主题映射""光伏""→光伏"
EVT-NWS-010,002129,TCL中环,光伏,0.70,"产业主题映射""光伏""→光伏"
OOS-NWS-001,002129,TCL中环,光伏,0.91,"正文提及""TCL中环"""
OOS-NWS-001,688599,天合光能,光伏,0.91,"正文提及""天合光能"""
OOS-NWS-001,601012,隆基绿能,光伏,0.84,"正文提及""隆基"""
OOS-NWS-001,600438,通威股份,光伏,0.84,"正文提及""通威"""
OOS-NWS-001,002459,晶澳科技,光伏,0.84,"正文提及""晶澳"""
OOS-NWS-002,601012,隆基绿能,光伏,0.91,"正文提及""隆基绿能"""
OOS-NWS-002,600438,通威股份,光伏,0.91,"正文提及""通威股份"""
OOS-NWS-002,688599,天合光能,光伏,0.91,"正文提及""天合光能"""
OOS-NWS-002,002129,TCL中环,光伏,0.84,"正文提及""中环"""
OOS-NWS-002,002459,晶澳科技,光伏,0.84,"正文提及""晶澳"""
OOS-NWS-002,300274,阳光电源,光伏,0.84,"正文提及""阳光"""
OOS-NWS-003,600104,上汽集团,整车,0.91,"正文提及""上汽集团"""
OOS-NWS-003,002594,比亚迪,整车,0.91,"正文提及""比亚迪"""
OOS-NWS-006,688599,天合光能,光伏,0.98,"标题含""天合光能"""
OOS-NWS-007,002202,金风科技,风电,0.70,"产业主题映射""海上风电""→风电"
OOS-NWS-007,601615,明阳智能,风电,0.70,"产业主题映射""海上风电""→风电"
OOS-NWS-007,688349,三一重能,风电,0.70,"产业主题映射""海上风电""→风电"
OOS-NWS-007,002080,中材科技,风电,0.70,"产业主题映射""海上风电""→风电"
OOS-NWS-007,300772,运达股份,风电,0.70,"产业主题映射""海上风电""→风电"
OOS-NWS-008,300750,宁德时代,锂电,0.91,"正文提及""宁德时代"""
OOS-NWS-008,300014,亿纬锂能,锂电,0.91,"正文提及""亿纬锂能"""
OOS-NWS-008,002074,国轩高科,锂电,0.91,"正文提及""国轩高科"""
OOS-NWS-008,300207,欣旺达,锂电,0.91,"正文提及""欣旺达"""
