doc_id,publish_time,zero_shot_score,rule_enhanced_score,zero_shot_confidence,rule_enhanced_confidence,zero_shot_evidence_text,rule_enhanced_evidence_text,activated_rule_ids,model,request_id,rulebook_sha256,annotation_input_sha256,prompt_version
CNINFO-002460-1222949713,2025-03-29,-0.3,0.0,0.5,0.5,"报告期碳酸锂期货亏损 2,117.21 万元。",,[],deepseek-v4-flash,73270d6d-dfa5-4fa1-8093-b73db9718d9d,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,64f53c0399846ded7162eb2e1c9b3cb6ac58ea80dc9f29a713e989b296d0ce8b,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250331,2025-03-31,0.0,0.0625,0.2,0.1136,仓单减少18027手,仓单减少18027手,"[""LC-BULL-01""]",deepseek-v4-flash,ef163eda-2b5f-41db-97c7-75fd9b68a49d|9c30b000-3c5d-458c-89be-6db7d7e99a06,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,839957e26cfe5df4c5c3c8bc2844b969364dcd545c22487ddfdedf14231a6a91,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250401,2025-04-01,-0.2,0.0,0.3,0.3,仓单增加1380手,,[],deepseek-v4-flash,1518d5ae-7467-4966-986b-ed58c759163b,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,4b4c9a6fcdea7c016c87bffbf9dc468609c8ab0a868fc6bb875b2d2b372856ce,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002594-1222982953,2025-04-02,0.3,0.0,0.6,0.6,"2025年3月产销快报
比亚迪股份有限公司(以下简称“本公司”)2025年3月产销快报数据如下：",,[],deepseek-v4-flash,af52a366-b201-448a-bbef-ee1af569ad34,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,cc995db43ed45d33f960363da482de17daa914235d2ee14d6da6cb0627508881,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250402,2025-04-02,-0.2,0.0,0.3,0.3,仓单增加2633手,,[],deepseek-v4-flash,44763478-473a-4f54-816d-a777230b0359,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,fb99e8a5a9ecee3b9cd3bdc459ec9c2af8174f691ed818c3e40b19bc5933b207,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250403,2025-04-03,-0.2,0.0,0.3,0.3,仓单增加2835手,,[],deepseek-v4-flash,4ca4c867-80c4-4457-9692-d572ecb4b18a,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,2d2ecb416f388f2dfe0fb2a852af56916e9cf088cacae556444af42181a89ee7,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250407,2025-04-07,-0.2,0.0,0.3,0.3,仓单增加2420手,,[],deepseek-v4-flash,572792a8-6a38-42fa-bb55-f8a3b0b26b5e,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,5eafa94670da059ec9e755c1a5c132210ae6a1a86f832d350df3efd2bf83003d,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250408,2025-04-08,-0.2,0.0,0.3,0.3,广期所碳酸锂仓单日报：仓单增加1380手,,[],deepseek-v4-flash,84765a40-c0fc-4029-bb33-411063e0627a,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,0d8055549df0a24dca0628059cfc2dc1fb22a04a0f27b5f586449814467fe66f,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
LC-TEXT-0018,2025-04-12,0.6,0.0,0.7,0.7,新能源汽车产销量完成318.2万辆和307.5万辆，同比分别增长50.4%和47.1%。,,[],deepseek-v4-flash,f5e8df8c-a742-4689-8631-38407acd97b8,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,0334662cfba89d11bd327371161e5ca2b031dbd0473a7f7b15c9f2196ee6dbbd,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250421,2025-04-21,-0.2,0.0,0.4,0.4,仓单增加883手,,[],deepseek-v4-flash,d658fc92-41d8-466b-9d55-ad8e373a679e,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,f9a40070abeaa8c2523ae4473ecb36b7403c082393c253bc2f380a517a90f157,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250422,2025-04-22,-0.2,0.0,0.3,0.3,广期所碳酸锂仓单日报：仓单增加940手,,[],deepseek-v4-flash,3c70cf56-5b59-44cc-9263-558904d92599,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,74962d87b946a65367c7f95b376b32f6856d9412f3e18ddf06a57dcadfe5394c,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002466-1223235918,2025-04-24,0.0,0.0,0.4,0.4,,,[],deepseek-v4-flash,8bf5af78-b10b-4172-a123-768bd59512b6,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,9e06e45dfdf44c1a99e4cc5cb66105f49096e8dee7173364364c8fd22314ec7e,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002738-1223271317,2025-04-25,0.1,0.0,0.3,0.3,公司本次申请广州期货交易所碳酸锂指定交割厂库有利于公司将现货市场、 期 货市场和交割厂库三者有机结合，进一步增强公司抗风险能力和市场竞争力， 对公 司长期健康、可持续发展产生积极作用。,,[],deepseek-v4-flash,e8ed40d1-be1c-444f-8a42-e3ac8b485643,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,b8201a67867eb997a61bc5d7cac62ae9bbb8b49b146b2207a422f3675cccff48,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002738-1223271321,2025-04-25,0.1,0.0,0.4,0.4,公司拟利用金融工具的套期保值功能， 对 生产经营业务相关的产品风险敞口择机开展商品期货期权套期保值业务， 有效降低 产品市场价格波动风险，保障主营业务稳定可持续发展。,,[],deepseek-v4-flash,2442084f-0d20-44ce-bc2e-94caafa8c08f,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,81a441c6b244b78cdb1f73ee88ae5642567ba142ea7e280a065cfb6892854b16,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250428,2025-04-28,-0.2,0.0,0.4,0.4,"广期所碳酸锂仓单日报：仓单增加1052手
广州期货交易所2025-04-28仓单日报显示，碳酸锂仓单总量为32847手，增加1052手。",,[],deepseek-v4-flash,f95c81f6-5b11-4253-84a8-ef27ebc929db,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,7f340056add9033522bdd153f5256943fca77ef3ebf491f6db3fece4a0178134,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002497-1223380001,2025-04-29,0.1,0.0,0.3,0.3,为降低原材料、产品价格波动给公司生产经营、项目建 设成本带来不利影响， 保持公司经营业绩持续、 稳定， 公司拟利用期货工具的避 险保值功能， 择机开展套期保值业务。,,[],deepseek-v4-flash,83615c42-c75f-4715-a8c6-7d33fa72ae1a,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,2b126b20c276185362a9bb65921e96cb9bf0d67d5a0027d59ef3bfb703623008,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002594-1223470873,2025-05-06,0.2,0.0,0.3,0.3,本公司 2025 年 4 月新能源汽车动力电池及储能电池装机总量约为 26.478GWh，2025 年累计装机总量约为 79.031GWh。,,[],deepseek-v4-flash,aaafbbcd-5f11-432e-8ef9-43d8e0eea2f8,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,28aab9124e1fa381a435eb47a969d2cb224bff275da03e8c17849eb578bc8a13,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250506,2025-05-06,-0.2,0.0,0.3,0.3,广州期货交易所2025-05-06仓单日报显示，碳酸锂仓单总量为35236手，增加1759手。,,[],deepseek-v4-flash,687490a7-ec7b-4d85-9e7c-93d08a516707,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,6211a99c28e0432a953347fd1edb4fd47514d1322737facc47043e133daa0536,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250507,2025-05-07,-0.35,0.0,0.6,0.6,仓单增加1008手,,[],deepseek-v4-flash,5cdb1217-2673-45a3-9a35-527213980e3c,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,9a14176498011bbdc4d18c6776c7cc75e1fb1f48c171493b21d1349b8c4fb081,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002497-1223536034,2025-05-14,-0.2,0.0,0.5,0.5,2024 年 7 月，Core 宣布暂停其 Finniss 锂矿项目运营，且矿物加工已于 2024 年 6 月 停止， 经双方协商一致， 决定终止原锂精矿 《承购协议》 及补充协议。,,[],deepseek-v4-flash,ba11a357-c686-47c0-aebd-cdc2f5ecb5ae,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,9f5574df9694f11fffb46db19a0839db2cb2d3c9c775475cf3f5a1a34c9139aa,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002176-1223566764,2025-05-17,0.3,0.0,0.5,0.5,公司已取得了茜坑锂矿的采矿权证，茜坑锂矿开采后将会大大提高公司 锂矿的自给率， 进一步降低生产成本， 提高产品利润率。,,[],deepseek-v4-flash,25bfb9c6-4421-41bd-80a2-45ce3ee57f19,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,b97d3a7a6b8ce463b41d6845c9e49a758a6d43c736c11985a6d8a4872c5b7ca6,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-000792-1223683113,2025-05-27,0.1,0.0,0.3,0.3,公司根据日常经营需要开展碳酸锂产品套期保值业务， 目的是借助期货市场 的价格发现、 风险对冲功能， 利用套期保值工具降低市场价格波动风险， 保证公 司经营的稳定性和可持续性， 不做投机性交易， 不会影响公司主营业务的正常发 展。,,[],deepseek-v4-flash,89a17aff-e53c-40fe-a72c-fd6c10f54afe,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,4d02dceefd848221e7598db1c26e90155027f3b4770f5aa17b3d12fe19fcba09,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-000792-1223683118,2025-05-27,0.1,0.0,0.6,0.6,"为优化公司资本结构，提升资金使用效能并降低融资成本，公司拟向由中国 工商银行格尔木支行、国家开发银行青海省分行、中国银行格尔木分行、中国农 业银行格尔木分行、交通银行青海省分行五家金融机构组建的银团，申请总额不 超过 18 亿元的项目贷款，贷款期限为 2 年。
叠加财政贴息政策后，项目建设资 金成本可进一步降低。",,[],deepseek-v4-flash,90570abb-d965-4cb1-ab74-caeb1c7be5c2,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,cb785ec4b0bdd59341f8cb2cc71267e0328cf923e4485e790b3bb3fdb0ecce3a,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-000792-1223683123,2025-05-27,0.1,0.0,0.3,0.3,"盐湖股份商品衍生业务遵循依法合规、稳健审慎、 套期保值、风险防控原则,不得开展任何形式的投机交易。",,[],deepseek-v4-flash,de9bb386-c058-4ae8-bee1-4e79d239319e,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,dc7ae2a2a4bf492a8a351312899ff00b550980611a778c139964930d9bb14320,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250527,2025-05-27,-0.2,0.0625,0.3,0.1136,碳酸锂仓单总量为34154手，减少825手。,仓单减少825手,"[""LC-BULL-01""]",deepseek-v4-flash,e3b9d349-0b7c-40b9-9b63-7c876e56af48|64ac70d6-4ea2-4e47-a94a-747238e1dfce,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,2fd919886e866ca8ebbf0bf055d74a3c5dd8fb515e2975591c03e39ffb0f4667,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002594-1223739822,2025-06-03,0.2,0.0,0.6,0.6,本公司 2025 年 5 月新能源汽车动力电池及储能电池装机总量约为 28.476GWh，2025 年累计装机总量约为 107.507GWh。,,[],deepseek-v4-flash,8ccb64be-f286-4994-a0ca-9ca50f47937d,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,2ee148fe8557750e303c1d306df52ee83f61996960cc00f8c847541484c977fb,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
LC-TEXT-0019,2025-06-13,0.2,0.0,0.3,0.3,电动汽车充电基础设施是支撑新能源汽车产业发展和新型电力系统建设、促进交通能源领域绿色低碳转型的重要基础设施。,,[],deepseek-v4-flash,759a12df-b108-48e4-9433-7b0c019ff56a,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,af4fcce942d8a4cbfe05e55cdd309c0aa9b29879af836f95fa1704e2ab41b168,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250618,2025-06-18,-0.2,0.06254147312541472,0.1,0.11363636363636363,碳酸锂仓单总量为29967手，减少1746手。,仓单减少1746手,"[""LC-BULL-01""]",deepseek-v4-flash,34b1c3fa-2291-46e6-8d49-8f79b1c04f18|aa4f4096-cba8-4f7e-899d-e770ecbf4f1f,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,6dcb6048094f6c12f6c239d0d2a962d14c9702a6ef13d590e17d1011dd55d388,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250620,2025-06-20,-0.2,0.0625,0.3,0.34,仓单减少2164手,仓单减少2164手,"[""LC-BULL-01""]",deepseek-v4-flash,b49099df-67b5-4f0d-a560-425074ca7f36|504c1569-28ba-44a2-91a9-492b6443f1b8,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,26a41813fdeaef3d57bd97f04b717edae5ccd2599291f47fe73a5f1a0f49209a,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-000408-1223955178,2025-06-23,0.1,0.0,0.2,0.2,此次关联交易对公司本期财务状况、 经营 成果无不利影响。,,[],deepseek-v4-flash,22a52244-1198-4700-8771-adbf2900209a,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,4640c0b6888006661c702f1432d82772b70e2211995a8622708cddaa72077513,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250623,2025-06-23,-0.2,0.0625,0.3,0.1136,仓单减少1014手,仓单减少1014手,"[""LC-BULL-01""]",deepseek-v4-flash,bd1c7927-fdd9-481b-905b-fa445a43adeb|6dfd5ef1-093c-41eb-99d5-0cf9e58216da,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,044ad120153da284618a236a730ec803480ad561cebecb3cda7586513befb5f3,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-000408-1223958965,2025-06-24,0.0,0.0,0.5,0.5,,,[],deepseek-v4-flash,9f590389-1102-45f6-a32f-30739e3e5252,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,d1701f24832f1eac7b18a10d0a33ba725eb384a81e7b70e71aa8d42ae4e054cc,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250624,2025-06-24,0.2,0.06254147312541472,0.3,0.1,仓单减少4404手,仓单减少4404手,"[""LC-BULL-01""]",deepseek-v4-flash,75ea404d-b0e6-48a0-9905-4201349c10a4|7d6da639-5100-4ee4-9eb0-c500ec9cb1d1,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,219cb82cb1f5549bbb718f1ecd6308f7734379c96e69402f696db25131338b64,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002738-1224015569,2025-06-28,-0.2,0.0,0.6,0.6,项目是围绕年产2.5万吨锂盐生产线的停产技改项目， 在项目建设期间， 将会对公司锂盐业务的产量和销量产生一定影响。,,[],deepseek-v4-flash,cc16782b-828b-401e-9935-baf912027442,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,0ebb1fda3b3b5a2814710833747fa9b321cfc87458a4a019445686a16dd70b0e,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002594-1224058406,2025-07-02,0.2,0.0,0.3,0.3,本公司 2025 年 6 月新能源汽车动力电池及储能电池装机总量约为 27.019GWh，2025 年累计装机总量约为 134.526GWh。,,[],deepseek-v4-flash,203323b3-5245-45f2-b3d8-8b2f59312614,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,c06a634f1d26db3748faf9cc783d2c9fe753d4c83aa988fb1587e16c3ac80944,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002460-1224068866,2025-07-03,0.2,0.0,0.3,0.3,公司持有 Mali Lithium100%股权，Mali Lithium 旗下马里Goulamina锂辉石项目一期 年产能50.6万吨锂精矿已正式投产，产能逐步释放。,,[],deepseek-v4-flash,65c71fba-2ba3-46cf-8d98-9efbac972c44,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,05cd822da22d52f72f805951cc8daaff159d8d53ebf13e32ced7f15720ce667c,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250704,2025-07-04,-0.2,0.06254147312541472,0.4,0.35,仓单减少1844手,仓单减少1844手,"[""LC-BULL-01""]",deepseek-v4-flash,4d96329a-7853-4c89-b740-d047f91e758f|bc337620-3e8d-4d39-a99b-3ffce1d8d0e1,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,12b564ef90575012fee0a56c9ec073807b59628b622f5b13afa9cbae1b582a9e,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250707,2025-07-07,-0.2,0.0625,0.5,0.1136,仓单减少5481手,仓单减少5481手,"[""LC-BULL-01""]",deepseek-v4-flash,34c8f132-67d8-422e-9693-ac51b2fc6757|ab161a84-35b1-47be-8f77-6cdaa0d5d333,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,2624efcfa37dd63be8c591a43d0bd09365894a2b915a328e12728f8736a28787,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250708,2025-07-08,-0.2,0.06254147312541472,0.6,0.3,仓单减少2900手,碳酸锂仓单总量为12655手，减少2900手。,"[""LC-BULL-01""]",deepseek-v4-flash,6cb4b2b4-6b33-4d46-b58e-0f729243888b|db9d5718-e8a3-484d-9520-225558a2200d,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,89983000e26427ea1a9aa03a2f307530f90c3de6b0d8a9b6d2e9b1b69e5915c8,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250711,2025-07-11,0.0,0.0625,0.3,0.1136,碳酸锂仓单总量为11603手，减少1588手。,仓单减少1588手,"[""LC-BULL-01""]",deepseek-v4-flash,68e47eab-3194-497e-b9c7-abd204576167|a13d5191-bc80-4977-b09c-65fa6253add5,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,8acf6f6db7fa159a201868a2bf8b2eb293d1ba651ff89df8e7e2b56541ea0a53,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-000408-1224162516,2025-07-15,0.3,0.0,0.6,0.6,《采矿许可证》的取得， 赋予了麻米措矿业合法开采盐湖资源的权利， 公司能 够按照规划对麻米错盐湖的锂硼矿资源进行有序开发；,,[],deepseek-v4-flash,ae6405c5-32a5-4933-aea4-1568eb811c5a,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,65146de6ef0887e211cf2ff07bf842f58a8f60b6a573d84549363145be30ee9f,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002176-1224163294,2025-07-15,-0.6,0.0,0.7,0.7,受市场供求关系影响，碳酸锂价格持续下跌，导致锂盐板块 亏损。,,[],deepseek-v4-flash,076bd17b-07e1-491a-983b-589d624f59bc,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,993b843f3581015bfd86247f2d4ab928f0ad793bb9ddb67710b5a126a9e6eebe,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002240-1224164694,2025-07-15,0.0,0.0,0.5,0.5,,,[],deepseek-v4-flash,03ccdb19-6a4b-4801-9af8-ab94879ea25d,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,649429f8482792f33fb2a522d67f8a513cbc3a5b4ed125407727d1cae97b1211,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002460-1224164382,2025-07-15,-0.15,0.0,0.5,0.5,锂盐及锂电池产品销售价格持续下跌,,[],deepseek-v4-flash,ebcb112c-4130-4625-b6f5-27e1cc34dd75,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,705e6a1f8a3b7ce8d80e4825147d3f5ee20b5286491a78ec2604bcc8b1c9d998,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002466-1224164259,2025-07-15,0.0,0.0,0.5,0.5,,,[],deepseek-v4-flash,2b7f5c11-2cc6-4c09-ad57-69bc19d68681,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,2edb9ce9053bf296f5fc42b78af1192b381d912a87387bae66df921b71186987,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002738-1224163658,2025-07-15,-0.3,0.0,0.6,0.6,但受锂电新能源行业市场波动影响，锂盐产品市场价格较去年同期出现 较大幅度回调。,,[],deepseek-v4-flash,4b840e8a-1c31-4414-86d5-a61f241a86c0,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,5ef47b870eece2a044c6167394db2a74bbf44309b9e0a6e90dcf96c002f7e5fb,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-000408-1224198116,2025-07-17,0.0,0.0,0.5,0.5,,,[],deepseek-v4-flash,b32b10b7-edbc-4fb4-9f2c-a0ef3c977e59,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,5b855c9c9966223a97613135703bd85af24475883a7ac900c0685bca8aade5a3,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002176-1224236733,2025-07-22,0.0,0.0,0.4,0.4,,,[],deepseek-v4-flash,8efad4d1-d9da-45d5-ae10-2f74684a297c,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,c938e3d7bfdc3b485f59d2de64a2a77a29947c5565874867fb169daff7fa2573,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250724,2025-07-24,-0.2,0.0,0.5,0.5,仓单增加900手,,[],deepseek-v4-flash,853153cc-8e29-44ad-a553-812a1795accb,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,c49d84d8a2101c6532c2474ade0b63c9ed8db202c1b55a81a5fadc70cf93699e,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250730,2025-07-30,-0.3,0.0,0.5,0.5,碳酸锂仓单总量为13131手，增加855手。,,[],deepseek-v4-flash,92d5f9d7-5d8e-4a7d-b20f-b7584fe1436b,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,cc03a4bd697e536ae538298f60043d1f7b799d5a02546b1f4db6a898865df8d8,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250731,2025-07-31,-0.2,0.06254147312541472,0.3,0.11363636363636363,仓单减少7586手,仓单减少7586手,"[""LC-BULL-01""]",deepseek-v4-flash,88af4505-ac16-4aa1-92ed-55fef11c2580|f6e15efd-fbe9-4a16-a967-97e62a5b9127,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,c26314eefe5fc5f577d3d354357d56f78480ac986fec13504abe89cd05e2e045,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250801,2025-08-01,-0.2,0.0,0.3,0.3,广期所碳酸锂仓单日报：仓单增加1060手,,[],deepseek-v4-flash,6fa07ecf-3344-4b5a-a75c-1bddc6fa18bc,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,cc353878ef85787f163bb83de055fde59a75e42f011a9be6ab4824c716dbd075,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
CNINFO-002594-1224368797,2025-08-02,0.2,0.0,0.3,0.3,本公司 2025 年 7 月新能源汽车动力电池及储能电池装机总量约为 22.350GWh，2025 年累计装机总量约为 156.876GWh。,,[],deepseek-v4-flash,059a3b3e-81f2-4db3-adf2-470e46e97655,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,951710e09a5f67cecaaf2a81d32b546fb9bafbbacfee5e42e620509e4c394a3d,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250804,2025-08-04,-0.2,0.0,0.3,0.3,仓单增加5998手,,[],deepseek-v4-flash,63f07cb7-8a6c-4cfb-a549-331eb4f75ede,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,0ea0f3af94b0ca05e7071aa3db8512e544c30c31103e69f76844f51453db70a6,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250805,2025-08-05,-0.2,0.0,0.3,0.3,仓单增加1840手,,[],deepseek-v4-flash,b82b3550-3c0d-48a3-af72-64c8ee92640d,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,3ef73cefa1070848e4032a4e26110aacd50a923d5e5bd4d9efd7a572027ca458,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250807,2025-08-07,0.0,0.0,0.5,0.5,仓单增加1420手,,[],deepseek-v4-flash,4f6e4be6-ae8f-455e-84f3-c6bc97027ad1,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,a7cd961b178501919a49e09479d7c18900b362999c5356fb5e2630f2efb6b688,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
GFEX-WR-20250808,2025-08-08,-0.2,0.0,0.3,0.3,碳酸锂仓单总量为18829手，增加2386手。,,[],deepseek-v4-flash,f8b6b097-d83f-4481-af11-550c03648583,64bdfd1749c3768b2a971305d7c1eb63a5e9d103071da13d4fc7b4a040e2dc3a,52aac30f3b77245fdf5278562a460d9fae2ec05c2d0360de6e7c7cc28b82d304,lithium-v3-deepseek-v4-flash-direction-v2-explicit-contract
