event_id,doc_id,source_type,title,stock_code,stock_name,industry_sector,event_type,event_time,evidence_strength,has_policy_support,policy_directly_related_to_business,evidence_from_authoritative_source,social_attention_spikes,forward_return_5d,demo_return_direction,manual_case_priority
E343,S098,announcement,关于计提资产减值准备的公告,002335,科华数据,储能,earnings_quality_anomaly,2026-04-27,0.88,false,false,true,false,0.091517,positive,P2
E356,S103,news,财联社汽车早报4月13日,002594,比亚迪,整车,attention_spread,2026-04-13,0.76,false,false,false,true,-0.000874,negative,P2
E357,S103,news,财联社汽车早报4月13日,600104,上汽集团,整车,attention_spread,2026-04-13,0.76,false,false,false,true,-0.016973,negative,P2
E358,S103,news,财联社汽车早报4月13日,601633,长城汽车,整车,attention_spread,2026-04-13,0.76,false,false,false,true,-0.035545,negative,P2
E359,S103,news,财联社汽车早报4月13日,601127,赛力斯,整车,attention_spread,2026-04-13,0.76,false,false,false,true,-0.009212,negative,P2
E360,S103,news,财联社汽车早报4月13日,000625,长安汽车,整车,attention_spread,2026-04-13,0.76,false,false,false,true,-0.008885,negative,P2
E362,S105,policy,国家能源局关于印发《配电网高质量发展行动实施方案（2024—2027年）》的通知_国务院部门文件_中国政府网,601012,隆基绿能,光伏,policy_support,2024-08-02,0.94,true,false,true,false,-0.026093,negative,P1
E363,S105,policy,国家能源局关于印发《配电网高质量发展行动实施方案（2024—2027年）》的通知_国务院部门文件_中国政府网,300274,阳光电源,光伏,policy_support,2024-08-02,0.94,true,false,true,false,0.055695,positive,P1
E364,S105,policy,国家能源局关于印发《配电网高质量发展行动实施方案（2024—2027年）》的通知_国务院部门文件_中国政府网,002202,金风科技,风电,policy_support,2024-08-02,0.94,true,false,true,false,0.004021,positive,P1
E365,S105,policy,国家能源局关于印发《配电网高质量发展行动实施方案（2024—2027年）》的通知_国务院部门文件_中国政府网,601615,明阳智能,风电,policy_support,2024-08-02,0.94,true,false,true,false,-0.014192,negative,P1
E366,S105,policy,国家能源局关于印发《配电网高质量发展行动实施方案（2024—2027年）》的通知_国务院部门文件_中国政府网,605117,德业股份,储能,policy_support,2024-08-02,0.94,true,false,true,false,0.014603,positive,P1
E367,S105,policy,国家能源局关于印发《配电网高质量发展行动实施方案（2024—2027年）》的通知_国务院部门文件_中国政府网,300763,锦浪科技,储能,policy_support,2024-08-02,0.94,true,false,true,false,-0.024053,negative,P1
E368,S106,announcement,关于计提信用减值损失及资产减值损失的公告,601127,赛力斯,整车,earnings_quality_anomaly,2026-03-31,0.88,false,false,true,false,-0.019672,negative,P2
E374,S109,policy,关于印发《电力系统调节能力优化专项行动实施方案（2025—2027年）》的通知_国务院部门文件_中国政府网,601012,隆基绿能,光伏,policy_support,2024-12-20,0.94,true,false,true,false,-0.009810,negative,P1
E375,S109,policy,关于印发《电力系统调节能力优化专项行动实施方案（2025—2027年）》的通知_国务院部门文件_中国政府网,300274,阳光电源,光伏,policy_support,2024-12-20,0.94,true,false,true,false,0.028467,positive,P1
E376,S109,policy,关于印发《电力系统调节能力优化专项行动实施方案（2025—2027年）》的通知_国务院部门文件_中国政府网,002202,金风科技,风电,policy_support,2024-12-20,0.94,true,false,true,false,-0.030274,negative,P1
E377,S109,policy,关于印发《电力系统调节能力优化专项行动实施方案（2025—2027年）》的通知_国务院部门文件_中国政府网,601615,明阳智能,风电,policy_support,2024-12-20,0.94,true,false,true,false,0.000000,flat,P1
E378,S109,policy,关于印发《电力系统调节能力优化专项行动实施方案（2025—2027年）》的通知_国务院部门文件_中国政府网,605117,德业股份,储能,policy_support,2024-12-20,0.94,true,true,true,false,0.014568,positive,P1
E379,S109,policy,关于印发《电力系统调节能力优化专项行动实施方案（2025—2027年）》的通知_国务院部门文件_中国政府网,300763,锦浪科技,储能,policy_support,2024-12-20,0.94,true,true,true,false,-0.029656,negative,P1
E380,S110,announcement,关于公司2025年度向特定对象发行股票的审核问询函回复及募集说明书等申请文件更新的提示性公告,000625,长安汽车,整车,inquiry_letter_pressure,2026-03-07,0.88,false,false,true,false,0.001852,positive,P2
E386,S114,announcement,长城汽车股份有限公司关于2025年年度报告的补充公告,601633,长城汽车,整车,capacity_expansion,2026-04-18,0.90,false,false,true,false,-0.023576,negative,P1
E387,S115,news,专家解读 | 2024年全年中国汽车出口市场分析_腾讯新闻,002594,比亚迪,整车,attention_spread,2025-01-23,0.76,false,false,false,true,0.184810,positive,P2
E388,S115,news,专家解读 | 2024年全年中国汽车出口市场分析_腾讯新闻,600104,上汽集团,整车,attention_spread,2025-01-23,0.76,false,false,false,true,0.110699,positive,P2
E389,S115,news,专家解读 | 2024年全年中国汽车出口市场分析_腾讯新闻,601633,长城汽车,整车,attention_spread,2025-01-23,0.76,false,false,false,true,0.050314,positive,P2
E390,S115,news,专家解读 | 2024年全年中国汽车出口市场分析_腾讯新闻,601127,赛力斯,整车,attention_spread,2025-01-23,0.76,false,false,false,true,0.019045,positive,P2
E391,S115,news,专家解读 | 2024年全年中国汽车出口市场分析_腾讯新闻,000625,长安汽车,整车,attention_spread,2025-01-23,0.76,false,false,false,true,0.082855,positive,P2
E398,S118,announcement,上汽集团关于计提资产减值准备的公告,600104,上汽集团,整车,earnings_quality_anomaly,2026-04-02,0.88,false,false,true,false,-0.011872,negative,P2
E399,S119,news,2024年上半年全国锂离子电池行业运行情况,300750,宁德时代,锂电,attention_spread,2024-08-16,0.76,false,false,false,true,0.052918,positive,P2
E400,S119,news,2024年上半年全国锂离子电池行业运行情况,300014,亿纬锂能,锂电,attention_spread,2024-08-16,0.76,false,false,false,true,-0.121161,negative,P2
E401,S119,news,2024年上半年全国锂离子电池行业运行情况,002074,国轩高科,锂电,attention_spread,2024-08-16,0.76,false,false,false,true,-0.012175,negative,P2
E402,S119,news,2024年上半年全国锂离子电池行业运行情况,603659,璞泰来,锂电,attention_spread,2024-08-16,0.76,false,false,false,true,-0.046112,negative,P2
E403,S119,news,2024年上半年全国锂离子电池行业运行情况,300450,先导智能,锂电,attention_spread,2024-08-16,0.76,false,false,false,true,-0.051383,negative,P2
E404,S119,news,2024年上半年全国锂离子电池行业运行情况,002812,恩捷股份,锂电,attention_spread,2024-08-16,0.76,false,false,false,true,-0.059978,negative,P2
E405,S119,news,2024年上半年全国锂离子电池行业运行情况,300207,欣旺达,锂电,attention_spread,2024-08-16,0.76,false,false,false,true,0.001291,positive,P2
E406,S119,news,2024年上半年全国锂离子电池行业运行情况,300073,当升科技,锂电,attention_spread,2024-08-16,0.76,false,false,false,true,0.022418,positive,P2
E407,S119,news,2024年上半年全国锂离子电池行业运行情况,300438,鹏辉能源,锂电,attention_spread,2024-08-16,0.76,false,false,false,true,0.336105,positive,P2
E408,S119,news,2024年上半年全国锂离子电池行业运行情况,002594,比亚迪,整车,attention_spread,2024-08-16,0.76,false,false,false,true,0.017771,positive,P2
E409,S119,news,2024年上半年全国锂离子电池行业运行情况,600104,上汽集团,整车,attention_spread,2024-08-16,0.76,false,false,false,true,-0.010728,negative,P2
E410,S119,news,2024年上半年全国锂离子电池行业运行情况,601633,长城汽车,整车,attention_spread,2024-08-16,0.76,false,false,false,true,0.000462,positive,P2
E411,S119,news,2024年上半年全国锂离子电池行业运行情况,601127,赛力斯,整车,attention_spread,2024-08-16,0.76,false,false,false,true,-0.009912,negative,P2
E412,S119,news,2024年上半年全国锂离子电池行业运行情况,000625,长安汽车,整车,attention_spread,2024-08-16,0.76,false,false,false,true,-0.101080,negative,P2
E414,S121,policy,国家发展改革委办公厅关于印发《绿色低碳先进技术示范项目清单（第一批）》的通知,601012,隆基绿能,光伏,policy_support,2025-09-19,0.94,true,false,true,false,0.035503,positive,P1
E415,S121,policy,国家发展改革委办公厅关于印发《绿色低碳先进技术示范项目清单（第一批）》的通知,300274,阳光电源,光伏,policy_support,2025-09-19,0.94,true,false,true,false,0.160006,positive,P1
E416,S121,policy,国家发展改革委办公厅关于印发《绿色低碳先进技术示范项目清单（第一批）》的通知,300750,宁德时代,锂电,policy_support,2025-09-19,0.94,true,false,true,false,0.027228,positive,P1
E417,S121,policy,国家发展改革委办公厅关于印发《绿色低碳先进技术示范项目清单（第一批）》的通知,300014,亿纬锂能,锂电,policy_support,2025-09-19,0.94,true,false,true,false,0.084002,positive,P1
E418,S121,policy,国家发展改革委办公厅关于印发《绿色低碳先进技术示范项目清单（第一批）》的通知,605117,德业股份,储能,policy_support,2025-09-19,0.94,true,false,true,false,0.049538,positive,P1
E419,S121,policy,国家发展改革委办公厅关于印发《绿色低碳先进技术示范项目清单（第一批）》的通知,300763,锦浪科技,储能,policy_support,2025-09-19,0.94,true,false,true,false,-0.012618,negative,P1
E420,S122,policy,国家发展改革委 国家能源局关于新形势下配电网高质量发展的指导意见发改能源〔2024〕187号,601012,隆基绿能,光伏,policy_support,2025-12-23,0.94,true,false,true,false,0.027871,positive,P1
E421,S122,policy,国家发展改革委 国家能源局关于新形势下配电网高质量发展的指导意见发改能源〔2024〕187号,300274,阳光电源,光伏,policy_support,2025-12-23,0.94,true,false,true,false,0.078346,positive,P1
E422,S122,policy,国家发展改革委 国家能源局关于新形势下配电网高质量发展的指导意见发改能源〔2024〕187号,605117,德业股份,储能,policy_support,2025-12-23,0.94,true,false,true,false,-0.007065,negative,P1
E423,S122,policy,国家发展改革委 国家能源局关于新形势下配电网高质量发展的指导意见发改能源〔2024〕187号,300763,锦浪科技,储能,policy_support,2025-12-23,0.94,true,false,true,false,0.028227,positive,P1
E424,S123,policy,商务部等8部门办公厅关于做好2025年汽车以旧换新工作的通知,002594,比亚迪,整车,policy_support,2026-01-30,0.94,true,false,true,false,0.020682,positive,P1
E425,S123,policy,商务部等8部门办公厅关于做好2025年汽车以旧换新工作的通知,600104,上汽集团,整车,policy_support,2026-01-30,0.94,true,false,true,false,0.022647,positive,P1
E426,S123,policy,商务部等8部门办公厅关于做好2025年汽车以旧换新工作的通知,601633,长城汽车,整车,policy_support,2026-01-30,0.94,true,false,true,false,0.020327,positive,P1
E427,S123,policy,商务部等8部门办公厅关于做好2025年汽车以旧换新工作的通知,601127,赛力斯,整车,policy_support,2026-01-30,0.94,true,false,true,false,0.048311,positive,P1
E428,S123,policy,商务部等8部门办公厅关于做好2025年汽车以旧换新工作的通知,000625,长安汽车,整车,policy_support,2026-01-30,0.94,true,false,true,false,0.009928,positive,P1
E433,S125,policy,关于印发《新型储能规模化建设专项行动方案(2025—2027年)》的通知_国务院部门文件_中国政府网,605117,德业股份,储能,policy_support,2025-08-27,0.94,true,true,true,false,0.108764,positive,P1
E434,S125,policy,关于印发《新型储能规模化建设专项行动方案(2025—2027年)》的通知_国务院部门文件_中国政府网,300763,锦浪科技,储能,policy_support,2025-08-27,0.94,true,true,true,false,0.135735,positive,P1
E435,S125,policy,关于印发《新型储能规模化建设专项行动方案(2025—2027年)》的通知_国务院部门文件_中国政府网,688390,固德威,储能,policy_support,2025-08-27,0.94,true,true,true,false,0.116294,positive,P1
E436,S125,policy,关于印发《新型储能规模化建设专项行动方案(2025—2027年)》的通知_国务院部门文件_中国政府网,002335,科华数据,储能,policy_support,2025-08-27,0.94,true,true,true,false,-0.012288,negative,P1
E437,S125,policy,关于印发《新型储能规模化建设专项行动方案(2025—2027年)》的通知_国务院部门文件_中国政府网,688063,派能科技,储能,policy_support,2025-08-27,0.94,true,true,true,false,0.129359,positive,P1
